Site,Batch Completion Date,Batch Number,Tank Number,Cost Center,Technology,Product,Inventory Category,Equalization Lot Number,Parent Batch Planned Qty,Parent Batch Actual Qty,PA Time,Formulated CM Time,QC Adj CM Time,Tot. CM Time,80 appv.,Filling Time,90 appv.,Tot. Time
Cleveland,2019-03-11,47565,T805 B8,5,WATERBASE,ADWBNH797M,1231,806025941,1500.0,1572.01,0 days 06:26:18.000000000,1 days 18:59:27.000000000,5 days 01:52:57.000000000,7 days 20:15:54.000000000,8 days 02:54:19.000000000,0 days 10:01:40.000000000,0 days 05:46:46.000000000,12 days 05:42:12.000000000
Cleveland,2019-03-05,51632,T125 B29,2,SOLVENTBASE,NBCQAK,1261,806028557,1500.0,1577.33,0 days 04:31:33.000000000,2 days 01:57:25.000000000,3 days 05:26:18.000000000,5 days 21:36:39.000000000,8 days 02:22:11.000000000,0 days 09:52:43.000000000,1 days 13:52:01.000000000,18 days 16:33:31.000000000
Cleveland,2019-06-03,60554,T803 B8,5,WATERBASE,JWBE8X8Y,1291,806033491,1400.0,1482.49,0 days 07:46:28.000000000,1 days 11:20:38.000000000,4 days 11:21:42.000000000,7 days 02:33:03.000000000,8 days 02:16:34.000000000,1 days 07:57:40.000000000,0 days 05:13:29.000000000,12 days 04:24:20.000000000
Cleveland,2019-12-20,74896,P27PS12,7,SOLVENTBASE,DCT7451RF,1131,806043221,250.0,250.98,0 days 03:37:19.000000000,0 days 12:30:44.000000000,3 days 22:00:40.000000000,6 days 16:04:03.000000000,8 days 01:17:43.000000000,0 days 11:10:47.000000000,1 days 07:48:39.000000000,18 days 23:04:30.000000000
Cleveland,2019-09-23,65561,T523 B24,6,SOLVENTBASE,MBSP9294,1451,806037568,2400.0,2434.45,1 days 07:27:51.000000000,1 days 00:29:09.000000000,1 days 20:03:16.000000000,5 days 08:06:42.000000000,8 days 01:12:50.000000000,0 days 09:59:00.000000000,0 days 09:20:17.000000000,12 days 01:39:40.000000000
Cleveland,2019-04-15,54988,T812 B8,5,WATERBASE,AWB2B588K,1231,806030592,1500.0,1520.57,4 days 12:01:25.000000000,4 days 22:42:54.000000000,0 days 00:00:26.000000000,1 days 20:04:37.000000000,8 days 00:42:29.000000000,0 days 11:09:15.000000000,0 days 02:35:35.000000000,13 days 13:18:55.000000000
Cleveland,2020-03-06,80972,,5,WATERBASE,ADWBG537M,1231,806046700,300.0,319.42,2 days 22:34:15.000000000,1 days 03:54:58.000000000,4 days 16:23:34.000000000,6 days 19:36:29.000000000,8 days 00:33:44.000000000,0 days 10:41:40.000000000,3 days 04:50:31.000000000,16 days 16:07:35.000000000
Cleveland,2020-03-09,83084,,5,WATERBASE,JWBT1H9K,1291,806048106,800.0,805.04,0 days 07:01:20.000000000,3 days 09:44:14.000000000,2 days 13:35:27.000000000,7 days 18:49:45.000000000,8 days 00:02:33.000000000,0 days 09:54:32.000000000,0 days 19:26:40.000000000,12 days 19:21:48.000000000
Cleveland,2019-11-13,73947,T831 B8,5,WATERBASE,JWBE209MS,1291,806042625,2800.0,2812.1,0 days 15:55:30.000000000,2 days 19:21:54.000000000,4 days 05:36:29.000000000,8 days 09:04:30.000000000,7 days 23:15:45.000000000,0 days 14:56:57.000000000,0 days 11:05:41.000000000,12 days 04:21:58.000000000
Cleveland,2019-07-22,61206,T814 B8,5,WATERBASE,MMB9775,1451,806034749,1500.0,1504.96,1 days 08:06:20.000000000,12 days 17:01:36.000000000,1 days 05:58:52.000000000,9 days 15:19:51.000000000,7 days 23:12:38.000000000,3 days 10:10:28.000000000,4 days 23:47:11.000000000,21 days 21:31:35.000000000
Cleveland,2019-03-12,50949,T811 B8,5,WATERBASE,KMDB301340,1241,806028069,900.0,933.26,0 days 04:32:14.000000000,0 days 10:17:29.000000000,7 days 03:03:38.000000000,9 days 00:50:44.000000000,7 days 23:03:01.000000000,3 days 06:55:11.000000000,2 days 17:12:36.000000000,12 days 19:07:29.000000000
Cleveland,2019-09-04,67422,P27PW05,7,WATERBASE,JWBE1J9Y,1291,806038619,200.0,206.56,2 days 22:38:09.000000000,0 days 13:49:32.000000000,1 days 07:00:21.000000000,2 days 14:28:47.000000000,7 days 23:02:11.000000000,0 days 08:56:00.000000000,0 days 08:43:04.000000000,20 days 15:57:10.000000000
Cleveland,2019-09-26,66056,T829 B8,5,WATERBASE,JWBE1D6W,1291,806037837,2000.0,2006.88,4 days 18:35:54.000000000,1 days 03:43:57.000000000,1 days 15:49:18.000000000,4 days 01:53:21.000000000,7 days 22:55:19.000000000,0 days 12:46:11.000000000,0 days 08:52:25.000000000,14 days 13:53:42.000000000
Cleveland,2019-11-25,75149,T828 B8,5,WATERBASE,BIP2WC27,1411,806043419,3000.0,3118.31,0 days 04:30:35.000000000,3 days 15:42:10.000000000,4 days 02:24:25.000000000,7 days 18:19:45.000000000,7 days 22:47:26.000000000,1 days 04:32:06.000000000,1 days 20:02:02.000000000,16 days 18:45:06.000000000
Cleveland,2020-01-14,78184,,2,SOLVENTBASE,UDCT6466RF,1131,806045201,800.0,800.14,1 days 07:36:15.000000000,0 days 11:23:22.000000000,4 days 19:56:52.000000000,7 days 09:43:09.000000000,7 days 22:47:11.000000000,0 days 10:06:35.000000000,0 days 20:09:16.000000000,21 days 03:31:58.000000000
Cleveland,2019-05-20,57973,T140 B29,2,SOLVENTBASE,DCT7204RL,1131,806032459,1500.0,1492.26,0 days 11:22:16.000000000,0 days 23:52:10.000000000,5 days 03:32:01.000000000,8 days 05:27:56.000000000,7 days 22:45:43.000000000,2 days 18:11:43.000000000,1 days 03:45:29.000000000,18 days 06:59:24.000000000
Cleveland,2019-05-28,58704,P27PS36,7,SOLVENTBASE,MBSS7701,1451,806032892,250.0,252.93,0 days 07:35:54.000000000,0 days 11:19:33.000000000,1 days 00:00:45.000000000,4 days 02:02:55.000000000,7 days 22:19:58.000000000,0 days 13:16:18.000000000,0 days 04:13:39.000000000,11 days 23:09:10.000000000
Cleveland,2019-12-11,69543,T909 B52,Q,WATERBASE,BIP2CU300A,1411,806039894,6901.0,7359.84,0 days 20:57:38.000000000,1 days 04:04:29.000000000,0 days 00:22:18.000000000,2 days 14:41:14.000000000,7 days 21:40:20.000000000,25 days 03:48:37.000000000,17 days 22:27:42.000000000,32 days 16:51:58.000000000
Cleveland,2019-06-24,59045,Tote,3,WATERBASE,HWB301201S,1121,806033122,2400.0,2422.38,0 days 19:59:01.000000000,0 days 08:07:05.000000000,0 days 00:05:31.000000000,7 days 16:23:14.000000000,7 days 20:54:33.000000000,0 days 22:01:12.000000000,0 days 09:14:56.000000000,11 days 17:19:37.000000000
Cleveland,2020-02-04,76271,,6,SOLVENTBASE,DCT7325RL,1131,806044115,3600.0,3618.11,1 days 17:53:21.000000000,1 days 00:13:14.000000000,3 days 20:57:32.000000000,8 days 19:24:14.000000000,7 days 20:44:34.000000000,0 days 06:27:35.000000000,2 days 02:27:44.000000000,18 days 16:16:49.000000000
Cleveland,2019-05-30,58769,T822 B8,5,WATERBASE,JWBE8W2X,1291,806032936,1250.0,1256.51,0 days 20:37:30.000000000,1 days 05:06:18.000000000,0 days 17:30:22.000000000,2 days 17:58:01.000000000,7 days 20:28:20.000000000,0 days 09:01:01.000000000,0 days 12:40:38.000000000,13 days 03:00:24.000000000
Cleveland,2019-10-31,71795,T156 B15,2,SBPRIMER,LP6578R,1131,806041328,1500.0,1534.83,0 days 08:49:12.000000000,0 days 15:06:29.000000000,5 days 16:59:37.000000000,7 days 13:42:35.000000000,7 days 20:01:08.000000000,0 days 15:44:30.000000000,0 days 18:48:38.000000000,15 days 07:50:12.000000000
Cleveland,2019-09-26,69113,T113 B29,2,SBPRIMER,HPXNH737AR,1231,806039663,1001.0,1017.33,4 days 02:26:33.000000000,0 days 18:26:16.000000000,3 days 02:27:52.000000000,7 days 03:45:05.000000000,7 days 19:59:05.000000000,0 days 22:01:42.000000000,19 days 11:22:20.000000000,36 days 02:56:17.000000000
Cleveland,2019-10-15,71802,T129 B29,2,SBPRIMER,JSPT7026,1291,806041331,400.0,402.2,2 days 21:03:38.000000000,0 days 20:30:12.000000000,0 days 15:56:43.000000000,2 days 12:53:46.000000000,7 days 19:50:33.000000000,1 days 09:55:09.000000000,0 days 19:29:53.000000000,12 days 11:53:33.000000000
Cleveland,2019-12-19,75151,T830 B8,5,WATERBASE,BIP2WC27,1411,806043420,3000.0,3066.75,0 days 14:28:16.000000000,3 days 00:06:48.000000000,3 days 02:33:02.000000000,8 days 06:55:59.000000000,7 days 19:41:18.000000000,0 days 17:30:10.000000000,0 days 15:16:52.000000000,13 days 09:44:11.000000000
Cleveland,2019-03-18,51820,T803 B8,5,WATERBASE,JWBE218C,1291,806028684,1400.0,1456.79,1 days 11:42:19.000000000,4 days 10:56:11.000000000,1 days 12:05:44.000000000,3 days 22:04:28.000000000,7 days 19:19:22.000000000,0 days 08:57:15.000000000,0 days 19:52:54.000000000,10 days 09:11:37.000000000
Cleveland,2019-04-02,54845,T819 B8,5,WATERBASE,AWB2NH797M,1231,806030520,1500.0,1511.61,0 days 03:42:10.000000000,0 days 12:45:30.000000000,3 days 06:26:35.000000000,6 days 20:51:48.000000000,7 days 19:09:07.000000000,0 days 05:56:35.000000000,0 days 08:14:43.000000000,10 days 12:41:38.000000000
Cleveland,2020-01-30,78410,,5,WATERBASE,BIP2WC27,1411,806043421,3000.0,3036.68,0 days 06:54:50.000000000,2 days 02:45:51.000000000,3 days 18:07:12.000000000,8 days 11:59:02.000000000,7 days 19:07:55.000000000,5 days 04:48:35.000000000,0 days 18:42:52.000000000,25 days 10:40:10.000000000
Cleveland,2019-10-08,70046,T830 B8,5,WATERBASE,JWBE1G3W,1291,806040186,2000.0,2016.01,2 days 20:58:27.000000000,1 days 19:30:16.000000000,0 days 11:22:23.000000000,3 days 01:21:12.000000000,7 days 18:55:25.000000000,2 days 19:35:46.000000000,0 days 07:17:33.000000000,12 days 23:08:42.000000000
Cleveland,2019-05-17,52463,T830 B8,5,WATERBASE,BIP2WC1M,1411,806029136,3000.0,3055.51,0 days 11:52:51.000000000,1 days 07:06:20.000000000,4 days 12:14:01.000000000,7 days 01:49:08.000000000,7 days 18:22:57.000000000,6 days 02:05:26.000000000,1 days 11:25:20.000000000,16 days 06:12:20.000000000
Cleveland,2020-03-02,82160,,5,WATERBASE,TSL105E,1836,806047551,1100.0,1154.95,0 days 05:00:24.000000000,0 days 16:42:26.000000000,1 days 05:48:19.000000000,2 days 14:05:01.000000000,7 days 18:10:59.000000000,0 days 09:37:16.000000000,0 days 20:28:53.000000000,13 days 12:34:56.000000000
Cleveland,2019-05-23,55166,T831 B8,5,WATERBASE,BIP2WC1M,1411,806030667,3000.0,3028.15,0 days 16:52:41.000000000,1 days 14:36:24.000000000,0 days 00:23:39.000000000,6 days 16:25:59.000000000,7 days 18:06:20.000000000,0 days 08:11:08.000000000,0 days 16:55:17.000000000,11 days 09:34:09.000000000
Cleveland,2019-10-29,67023,T901 B52,Q,CLEARCOAT,TMAC9000FR,1131,806038388,7400.0,7608.15,1 days 15:06:02.000000000,0 days 22:18:05.000000000,0 days 00:11:50.000000000,2 days 00:23:59.000000000,7 days 17:57:44.000000000,1 days 01:26:53.000000000,2 days 11:53:10.000000000,13 days 14:40:36.000000000
Cleveland,2019-06-05,61272,P27PW10,7,WATERBASE,JWBL1K5AP,1291,806034829,225.0,225.55,0 days 12:54:28.000000000,0 days 18:16:09.000000000,5 days 21:33:59.000000000,7 days 13:47:45.000000000,7 days 17:15:49.000000000,0 days 03:41:26.000000000,0 days 02:31:08.000000000,9 days 18:32:04.000000000
Cleveland,2019-04-15,54154,T153 B15,2,SBPRIMER,HPCP3T3K,1291,806030074,1500.0,1560.84,0 days 12:01:41.000000000,2 days 18:33:30.000000000,2 days 01:22:08.000000000,6 days 13:34:32.000000000,7 days 16:44:47.000000000,4 days 00:51:33.000000000,1 days 23:41:37.000000000,18 days 03:15:22.000000000
Cleveland,2019-05-30,53914,T520 B24,6,SOLVENTBASE,DCT7325RL,1131,806029914,3600.0,3633.64,0 days 05:43:57.000000000,14 days 09:46:10.000000000,1 days 22:40:07.000000000,5 days 17:02:53.000000000,7 days 16:42:00.000000000,0 days 15:06:52.000000000,0 days 22:07:28.000000000,15 days 22:43:33.000000000
Cleveland,2019-06-10,60794,T808 B8,5,WATERBASE,JWBT70Z,1291,806034437,1220.0,1281.21,0 days 06:49:01.000000000,0 days 16:43:36.000000000,0 days 10:43:45.000000000,3 days 03:16:41.000000000,7 days 16:28:07.000000000,0 days 09:24:07.000000000,1 days 04:35:06.000000000,11 days 21:16:12.000000000
Cleveland,2020-01-06,76118,,5,WATERBASE,JWBL1K5AP,1291,806044026,1375.0,1382.86,0 days 05:03:22.000000000,1 days 06:39:04.000000000,0 days 02:15:36.000000000,3 days 23:03:31.000000000,7 days 15:56:15.000000000,1 days 00:06:49.000000000,0 days 17:44:53.000000000,11 days 16:03:37.000000000
Cleveland,2019-08-20,65609,T715 B101,9,WBPRIMER,OPPRAY,1261,806037609,900.0,939.38,0 days 14:40:42.000000000,1 days 06:38:37.000000000,5 days 06:00:30.000000000,7 days 03:39:38.000000000,7 days 15:19:10.000000000,0 days 07:28:35.000000000,0 days 14:28:04.000000000,11 days 21:28:45.000000000
Cleveland,2019-08-18,60131,T824 B8,5,WATERBASE,BIP2WC6,1411,806033874,1500.0,1507.62,4 days 12:49:43.000000000,9 days 23:31:49.000000000,5 days 09:23:11.000000000,7 days 01:04:38.000000000,7 days 14:51:54.000000000,0 days 22:45:33.000000000,0 days 08:57:18.000000000,15 days 02:21:30.000000000
Cleveland,2020-01-14,77145,,Q,A-LIQUID,BIP1SLATE,1411,806044675,6500.0,6599.69,2 days 02:13:06.000000000,2 days 21:33:42.000000000,0 days 12:48:57.000000000,6 days 06:38:00.000000000,7 days 14:43:30.000000000,0 days 22:56:53.000000000,0 days 12:40:30.000000000,21 days 12:02:07.000000000
Cleveland,2019-10-03,69451,T826 B8,5,WATERBASE,MMB9775,1451,806039849,1500.0,1463.65,3 days 01:29:35.000000000,2 days 23:57:37.000000000,1 days 08:50:50.000000000,8 days 18:04:42.000000000,7 days 14:41:36.000000000,0 days 15:44:20.000000000,0 days 06:00:23.000000000,18 days 01:03:54.000000000
Cleveland,2020-01-13,77919,,Q,CLEARCOAT,TMAC9000FR,1131,806042304,7400.0,7503.07,2 days 15:04:23.000000000,2 days 14:17:11.000000000,0 days 00:16:04.000000000,1 days 12:04:26.000000000,7 days 14:35:43.000000000,4 days 11:17:27.000000000,4 days 23:12:18.000000000,16 days 15:40:48.000000000
Cleveland,2019-10-17,69284,P22PS01,7,SBPRIMER,JSPT3R1K,1291,806039769,150.0,150.69,2 days 08:14:02.000000000,0 days 07:57:29.000000000,0 days 16:53:01.000000000,2 days 00:35:48.000000000,7 days 14:28:44.000000000,0 days 03:51:29.000000000,0 days 03:28:54.000000000,13 days 00:58:11.000000000
Cleveland,2019-01-23,46503,T821 B8,5,WATERBASE,NHWBKH3,1261,806025269,1500.0,1553.79,0 days 02:10:44.000000000,0 days 07:02:17.000000000,0 days 00:00:20.000000000,1 days 18:35:31.000000000,7 days 14:07:17.000000000,0 days 02:34:17.000000000,0 days 16:39:52.000000000,11 days 02:23:28.000000000
Cleveland,2019-07-08,62777,Tote,3,WATERBASE,HWTSPT,1121,806035928,1200.0,1236.96,1 days 07:26:52.000000000,1 days 05:31:09.000000000,6 days 01:52:19.000000000,8 days 16:09:48.000000000,7 days 12:47:56.000000000,0 days 05:38:29.000000000,0 days 18:30:59.000000000,11 days 14:01:41.000000000
Cleveland,2019-11-18,71798,T906 B52,Q,WATERBASE,NHWBQAK,1261,806041329,4500.0,4519.05,7 days 19:21:34.000000000,0 days 19:10:51.000000000,1 days 00:26:03.000000000,3 days 22:39:14.000000000,7 days 12:45:41.000000000,1 days 08:37:22.000000000,2 days 10:34:50.000000000,16 days 06:08:14.000000000
Cleveland,2020-01-06,76947,,3,WATERBASE,HWH301191,1121,806044569,1200.0,1199.66,1 days 07:57:05.000000000,5 days 20:16:27.000000000,2 days 00:07:24.000000000,12 days 13:59:12.000000000,7 days 12:41:37.000000000,0 days 08:58:30.000000000,0 days 07:16:16.000000000,17 days 16:06:59.000000000
Cleveland,2020-01-31,70856,,5,WATERBASE,HB2MNH731P,1231,806040756,1200.0,1275.14,0 days 23:20:12.000000000,2 days 14:39:42.000000000,2 days 17:12:35.000000000,6 days 14:05:37.000000000,7 days 12:01:46.000000000,4 days 18:14:51.000000000,33 days 14:21:55.000000000,48 days 23:47:30.000000000
Cleveland,2020-02-06,80587,,5,WATERBASE,AWB2YR601P,1231,806046475,300.0,340.88,0 days 16:47:34.000000000,0 days 10:50:35.000000000,2 days 14:07:40.000000000,4 days 04:29:41.000000000,7 days 11:35:40.000000000,4 days 20:05:53.000000000,5 days 01:44:37.000000000,12 days 12:57:49.000000000
Cleveland,2020-03-20,83067,,9,WBPRIMER,JWPB3T3,1291,806048099,210.0,204.16,1 days 16:00:23.000000000,1 days 14:35:43.000000000,4 days 12:57:32.000000000,8 days 21:10:40.000000000,7 days 10:45:06.000000000,0 days 12:42:18.000000000,0 days 07:36:42.000000000,15 days 22:28:40.000000000
Cleveland,2019-05-28,60193,T118 B29,2,SOLVENTBASE,DCT7421RL,1131,806033918,1000.0,1058.19,0 days 13:18:01.000000000,1 days 04:26:16.000000000,6 days 02:37:38.000000000,8 days 13:31:10.000000000,7 days 10:32:26.000000000,0 days 12:22:02.000000000,0 days 06:00:31.000000000,12 days 13:52:47.000000000
Cleveland,2020-02-26,82828,,7,WATERBASE,JWBE3U5AK,1291,806047897,310.0,313.12,0 days 04:03:11.000000000,0 days 13:50:48.000000000,1 days 03:37:03.000000000,5 days 11:07:45.000000000,7 days 09:59:52.000000000,0 days 03:34:39.000000000,0 days 05:17:32.000000000,8 days 18:40:32.000000000
Cleveland,2019-05-10,56923,T803 B8,5,WATERBASE,JWBE1F7MS,1291,806031727,1400.0,1441.15,1 days 01:31:18.000000000,1 days 09:00:56.000000000,2 days 21:44:02.000000000,7 days 05:41:43.000000000,7 days 09:51:03.000000000,1 days 00:27:10.000000000,0 days 14:01:19.000000000,9 days 21:45:19.000000000
Cleveland,2019-01-04,45221,T519 B24,6,RAWMATERIAL,HPCP7018P,1291,806024474,3700.0,3870.45,0 days 05:45:26.000000000,1 days 16:35:00.000000000,6 days 11:38:55.000000000,8 days 16:28:43.000000000,7 days 09:09:24.000000000,0 days 12:52:17.000000000,1 days 18:42:35.000000000,13 days 05:03:30.000000000
Cleveland,2019-02-18,47514,T908 B52,Q,A-LIQUID,SNAPKAD,1261,806025902,5200.0,5248.98,0 days 15:26:07.000000000,3 days 11:50:05.000000000,1 days 00:22:25.000000000,5 days 17:45:12.000000000,7 days 08:34:22.000000000,1 days 09:04:46.000000000,1 days 23:59:48.000000000,12 days 14:19:36.000000000
Cleveland,2019-05-08,58713,T810 B8,5,WATERBASE,JWBE4X4X,1251,806032896,920.0,937.46,0 days 11:18:12.000000000,2 days 04:59:18.000000000,4 days 04:22:44.000000000,8 days 15:15:35.000000000,7 days 08:06:47.000000000,0 days 07:32:32.000000000,0 days 19:51:29.000000000,12 days 00:24:47.000000000
Cleveland,2019-06-03,60105,P31PW04,7,WATERBASE,BIP2WC3Z,1411,806033861,290.0,315.21,0 days 05:25:15.000000000,0 days 11:54:55.000000000,5 days 12:37:44.000000000,6 days 18:36:27.000000000,7 days 07:48:55.000000000,0 days 05:18:50.000000000,0 days 05:42:53.000000000,9 days 00:17:11.000000000
Cleveland,2019-07-01,58911,T132 B29,2,A-LIQUID,JSPT85K,1291,806033039,910.0,918.44,0 days 21:49:53.000000000,1 days 05:12:52.000000000,0 days 00:11:08.000000000,3 days 17:06:58.000000000,7 days 07:27:05.000000000,0 days 04:06:39.000000000,0 days 15:41:17.000000000,10 days 11:03:08.000000000
Cleveland,2019-07-08,63429,T507 B24,6,SOLVENTBASE,TKAPO1100A,1411,806036329,6500.0,6608.42,1 days 14:03:03.000000000,1 days 18:09:26.000000000,0 days 00:09:42.000000000,3 days 13:51:48.000000000,7 days 07:00:18.000000000,2 days 14:59:44.000000000,4 days 01:44:53.000000000,11 days 17:37:45.000000000
Cleveland,2020-03-10,81250,,2,SOLVENTBASE,DCT7423RF,1121,806046932,1500.0,1502.8,0 days 01:45:41.000000000,1 days 01:09:16.000000000,0 days 16:18:59.000000000,5 days 10:42:25.000000000,7 days 06:39:24.000000000,2 days 14:00:25.000000000,0 days 18:49:36.000000000,12 days 13:01:32.000000000
Cleveland,2019-05-31,60790,T808 B8,5,WATERBASE,JWBT70Z,1291,806034435,1220.0,1224.06,0 days 02:47:17.000000000,4 days 21:33:01.000000000,0 days 00:00:15.000000000,4 days 21:37:35.000000000,7 days 06:20:12.000000000,11 days 06:26:41.000000000,0 days 04:01:10.000000000,16 days 04:30:08.000000000
Cleveland,2019-01-25,48048,T104 B29,2,SOLVENTBASE,NBCK23,1261,806026191,500.0,511.17,0 days 04:31:51.000000000,1 days 10:53:05.000000000,2 days 10:00:56.000000000,4 days 17:11:10.000000000,7 days 06:06:41.000000000,1 days 13:26:41.000000000,0 days 10:20:17.000000000,12 days 02:56:55.000000000
Cleveland,2019-11-06,64617,T808 B8,5,WATERBASE,JWBM5073NM,1291,806037014,1400.0,1419.41,2 days 14:43:09.000000000,1 days 00:32:20.000000000,5 days 03:09:09.000000000,7 days 00:56:11.000000000,7 days 06:03:09.000000000,1 days 00:25:14.000000000,1 days 04:17:12.000000000,14 days 16:45:30.000000000
Cleveland,2019-03-11,50016,T804 B8,5,WATERBASE,NHWBKH3,1261,806027292,1500.0,1566.77,0 days 10:15:15.000000000,0 days 10:17:05.000000000,0 days 00:04:16.000000000,1 days 06:21:53.000000000,7 days 05:57:44.000000000,0 days 15:40:31.000000000,18 days 21:33:05.000000000,23 days 12:49:45.000000000
Cleveland,2019-08-21,62413,T806 B8,5,WATERBASE,JWBE4X7K,1291,806035684,900.0,897.45,1 days 17:05:24.000000000,1 days 10:24:46.000000000,4 days 09:20:04.000000000,8 days 05:22:25.000000000,7 days 05:02:10.000000000,0 days 18:06:11.000000000,0 days 06:06:16.000000000,11 days 04:37:59.000000000
Cleveland,2019-04-18,54564,T904 B52,Q,WATERBASE,NHWBKAD,1261,806030360,7200.0,7252.56,1 days 22:45:43.000000000,2 days 03:03:25.000000000,2 days 11:06:55.000000000,6 days 06:40:29.000000000,7 days 04:51:29.000000000,0 days 10:30:32.000000000,0 days 11:06:53.000000000,11 days 05:41:10.000000000
Cleveland,2020-02-24,80576,,5,WATERBASE,JWBT1K5HP,1291,806046451,900.0,913.61,0 days 15:17:46.000000000,0 days 13:29:19.000000000,1 days 17:38:43.000000000,3 days 11:10:00.000000000,7 days 04:43:35.000000000,2 days 07:00:30.000000000,3 days 05:35:50.000000000,12 days 20:41:28.000000000
Cleveland,2019-09-06,68716,T133 B29,2,SOLVENTBASE,MBSS9775,1451,806039373,400.0,403.2,0 days 05:28:40.000000000,0 days 18:56:17.000000000,3 days 23:55:43.000000000,5 days 21:48:38.000000000,7 days 04:41:18.000000000,0 days 02:50:31.000000000,0 days 07:23:54.000000000,10 days 12:21:12.000000000
Cleveland,2020-02-14,81009,,2,SBPRIMER,LP6534R,1131,806046731,1500.0,1502.97,0 days 04:58:07.000000000,0 days 20:10:30.000000000,1 days 14:07:24.000000000,7 days 05:46:43.000000000,7 days 04:14:59.000000000,1 days 01:05:21.000000000,2 days 15:41:25.000000000,16 days 21:23:49.000000000
Cleveland,2019-06-13,57734,T819 B8,5,WATERBASE,BIP2WC27,1411,806032236,1500.0,1548.85,1 days 14:37:40.000000000,9 days 15:45:56.000000000,3 days 14:12:10.000000000,6 days 04:23:14.000000000,7 days 03:55:55.000000000,1 days 14:13:22.000000000,0 days 22:13:26.000000000,13 days 01:28:19.000000000
Cleveland,2019-12-16,77261,T803 B8,5,WATERBASE,JWBE1K3MS,1291,806044724,1200.0,1205.45,3 days 10:31:59.000000000,1 days 10:00:56.000000000,1 days 15:44:31.000000000,3 days 23:45:03.000000000,7 days 03:44:13.000000000,1 days 10:33:25.000000000,0 days 09:17:37.000000000,12 days 11:50:19.000000000
Cleveland,2019-07-11,63541,P31PW03,9,WATERBASE,HMOP201744,1241,806036387,300.0,304.24,0 days 23:58:30.000000000,0 days 10:07:07.000000000,2 days 21:33:12.000000000,7 days 11:51:25.000000000,7 days 02:56:54.000000000,0 days 12:58:13.000000000,0 days 12:55:00.000000000,10 days 14:59:48.000000000
Cleveland,2019-02-28,48122,T816 B8,5,WATERBASE,JWBU4W4P,1291,806026249,1400.0,1435.81,0 days 06:00:57.000000000,3 days 06:08:10.000000000,0 days 16:24:33.000000000,2 days 16:46:19.000000000,7 days 02:46:19.000000000,0 days 14:42:37.000000000,0 days 09:05:35.000000000,11 days 03:10:36.000000000
Cleveland,2019-08-16,64423,T105 B29,2,WATERBASE,DCT7442RL,1131,806036901,1200.0,1258.67,2 days 17:53:03.000000000,1 days 15:44:59.000000000,6 days 02:35:01.000000000,8 days 17:48:04.000000000,7 days 02:20:53.000000000,0 days 15:58:05.000000000,0 days 20:20:34.000000000,13 days 18:10:04.000000000
Cleveland,2019-02-07,47372,T809 B8,5,WATERBASE,JWBE209MS,1291,806025825,1200.0,1293.96,0 days 03:58:30.000000000,1 days 06:45:07.000000000,3 days 00:12:38.000000000,5 days 09:56:20.000000000,7 days 02:16:30.000000000,1 days 03:29:21.000000000,0 days 04:42:06.000000000,10 days 09:45:02.000000000
Cleveland,2020-02-07,80088,,5,WATERBASE,ADWBG537M,1231,806046169,300.0,312.28,2 days 18:17:32.000000000,0 days 12:17:01.000000000,2 days 11:11:54.000000000,3 days 23:41:41.000000000,7 days 02:07:14.000000000,5 days 20:37:52.000000000,5 days 18:36:29.000000000,13 days 05:52:13.000000000
Cleveland,2019-09-05,68620,P12PW13,7,WATERBASE,BIP2WC3Z,1411,806039333,100.0,102.8,2 days 17:12:40.000000000,0 days 13:56:19.000000000,0 days 17:54:53.000000000,1 days 20:42:39.000000000,7 days 01:37:35.000000000,6 days 12:18:50.000000000,0 days 02:05:39.000000000,12 days 16:40:17.000000000
Cleveland,2019-10-25,70673,P31PW02,9,A-LIQUID,JWPK7031,1291,806040628,310.0,313.49,0 days 09:31:13.000000000,2 days 19:38:54.000000000,1 days 22:44:31.000000000,8 days 02:13:18.000000000,7 days 01:34:42.000000000,0 days 08:52:41.000000000,2 days 04:18:49.000000000,18 days 11:21:15.000000000
Cleveland,2020-03-12,81318,,5,WATERBASE,JWBE89Y,1291,806047002,1200.0,1254.85,0 days 04:08:39.000000000,0 days 16:06:59.000000000,1 days 22:40:58.000000000,6 days 04:55:12.000000000,7 days 01:20:46.000000000,3 days 12:42:13.000000000,0 days 08:01:44.000000000,12 days 20:16:33.000000000
Cleveland,2019-11-25,73619,T731 B101,9,WBPRIMER,OPP4617,1261,806042414,3000.0,3100.32,0 days 18:25:04.000000000,11 days 05:00:58.000000000,12 days 22:01:54.000000000,18 days 05:14:45.000000000,7 days 01:20:24.000000000,3 days 07:02:33.000000000,6 days 03:44:08.000000000,19 days 23:36:42.000000000
Cleveland,2019-01-18,46506,T826 B8,5,WATERBASE,AWB2NH797M,1231,806025271,1500.0,1628.51,4 days 02:19:16.000000000,0 days 10:57:26.000000000,5 days 12:20:08.000000000,6 days 13:00:56.000000000,7 days 01:15:10.000000000,0 days 12:26:57.000000000,0 days 06:07:47.000000000,13 days 05:50:19.000000000
