Site,Batch Completion Date,Batch Number,Tank Number,Cost Center,Technology,Product,Inventory Category,Equalization Lot Number,Parent Batch Planned Qty,Parent Batch Actual Qty,PA Time,Formulated CM Time,QC Adj CM Time,Tot. CM Time,80 appv.,Filling Time,90 appv.,Tot. Time
Cleveland,2019-01-31,46336,T828 B8,5,WATERBASE,TSL105E,1836,806025180,3000.0,3440.52,1 days 12:49:26.000000000,2 days 05:20:57.000000000,5 days 08:16:09.000000000,8 days 11:51:26.000000000,46 days 20:14:28.000000000,0 days 22:34:22.000000000,1 days 08:18:02.000000000,51 days 07:08:15.000000000
Cleveland,2019-12-16,69951,T813 B8,5,WATERBASE,ADWBB588P,1231,806040148,800.0,847.75,1 days 14:00:42.000000000,0 days 19:12:26.000000000,38 days 14:04:23.000000000,42 days 16:35:59.000000000,46 days 19:09:20.000000000,5 days 11:53:36.000000000,0 days 03:51:03.000000000,55 days 14:05:18.000000000
Cleveland,2019-01-02,42946,,5,WATERBASE,NHWBKBR,1261,806018513,300.0,446.85,0 days 01:38:44.000000000,0 days 13:14:17.000000000,38 days 22:06:00.000000000,40 days 01:40:09.000000000,42 days 14:08:28.000000000,0 days 03:47:36.000000000,0 days 10:54:12.000000000,44 days 15:42:34.000000000
Cleveland,2019-07-31,61913,T806 B8,5,WATERBASE,KMDB301340,1241,806035368,1400.0,1453.39,3 days 04:42:32.000000000,1 days 02:13:48.000000000,41 days 07:37:53.000000000,43 days 05:10:59.000000000,42 days 08:05:20.000000000,0 days 05:53:51.000000000,1 days 07:58:46.000000000,49 days 22:01:59.000000000
Cleveland,2019-09-04,68831,T503 B24,6,CLEARCOAT,TMAC9000FR,1131,806039430,4001.0,4228.98,1 days 10:15:58.000000000,0 days 20:54:08.000000000,1 days 19:42:18.000000000,3 days 07:53:23.000000000,42 days 06:26:37.000000000,0 days 12:43:11.000000000,31 days 02:54:49.000000000,46 days 21:36:19.000000000
Cleveland,2019-05-15,55535,T806 B8,5,WATERBASE,JWBSSAM,1271,806030875,1500.0,1599.3,0 days 07:58:42.000000000,1 days 03:57:06.000000000,33 days 09:09:41.000000000,40 days 01:17:02.000000000,41 days 14:17:54.000000000,0 days 21:14:01.000000000,0 days 05:01:10.000000000,44 days 01:51:41.000000000
Cleveland,2019-09-26,69802,P27PW13,9,WBPRIMER,JWPB3T3,1291,806040053,225.0,229.54,4 days 16:08:40.000000000,2 days 08:20:26.000000000,6 days 14:35:26.000000000,9 days 09:04:41.000000000,40 days 20:17:14.000000000,0 days 04:37:00.000000000,0 days 05:26:19.000000000,48 days 04:48:55.000000000
Cleveland,2019-06-27,59961,T824 B8,5,WATERBASE,BIP2WC3W,1411,806033769,1500.0,1834.92,2 days 10:38:35.000000000,40 days 00:43:08.000000000,39 days 02:28:49.000000000,44 days 04:15:25.000000000,40 days 07:06:15.000000000,0 days 07:52:47.000000000,0 days 05:44:18.000000000,46 days 10:40:52.000000000
Cleveland,2019-02-14,46597,T824 B8,5,WATERBASE,BIP2WC6,1411,806025316,1500.0,1791.76,0 days 08:31:51.000000000,9 days 05:25:28.000000000,33 days 11:06:00.000000000,42 days 01:31:19.000000000,38 days 03:02:58.000000000,0 days 22:15:24.000000000,0 days 15:00:25.000000000,47 days 09:04:14.000000000
Cleveland,2019-06-29,61929,T156 B15,2,SOLVENTBASE,MBSP9294,1451,806035377,1500.0,1520.54,0 days 08:16:05.000000000,0 days 06:08:09.000000000,2 days 00:32:30.000000000,3 days 22:16:46.000000000,35 days 22:37:28.000000000,1 days 23:51:44.000000000,1 days 02:41:44.000000000,45 days 10:18:19.000000000
Cleveland,2019-10-07,68342,Tote,3,WATERBASE,NHWBK23,1261,806039185,2400.0,2467.48,0 days 12:01:19.000000000,1 days 00:06:06.000000000,23 days 13:53:59.000000000,29 days 18:03:36.000000000,35 days 09:26:23.000000000,0 days 06:21:17.000000000,0 days 03:35:01.000000000,39 days 05:43:02.000000000
Cleveland,2019-09-23,67086,Tote,3,WATERBASE,CHWBQAB2,1261,806038424,1800.0,1804.58,0 days 18:48:56.000000000,6 days 01:01:43.000000000,14 days 13:38:33.000000000,22 days 07:30:16.000000000,35 days 07:23:05.000000000,2 days 02:51:27.000000000,1 days 05:48:07.000000000,41 days 14:51:07.000000000
Cleveland,2020-01-27,75618,,3,WATERBASE,NHWBNAH,1261,806043657,900.0,918.47,0 days 06:02:53.000000000,14 days 16:50:49.000000000,26 days 04:58:32.000000000,29 days 09:00:25.000000000,35 days 05:06:19.000000000,7 days 21:20:45.000000000,6 days 06:51:10.000000000,52 days 02:59:57.000000000
Cleveland,2020-02-13,78263,,5,WATERBASE,AWB2B588K,1231,806044897,800.0,875.67,2 days 15:14:46.000000000,1 days 05:56:46.000000000,30 days 00:11:46.000000000,32 days 09:07:39.000000000,35 days 01:14:43.000000000,1 days 09:26:46.000000000,0 days 03:51:02.000000000,41 days 16:28:01.000000000
Cleveland,2019-07-09,61019,T810 B8,5,WATERBASE,KMDB301340,1241,806034626,1500.0,1528.7,0 days 10:02:06.000000000,2 days 01:11:52.000000000,33 days 11:23:29.000000000,37 days 15:57:29.000000000,34 days 12:42:16.000000000,0 days 16:11:14.000000000,0 days 12:14:14.000000000,39 days 02:45:27.000000000
Cleveland,2019-09-13,59412,T827 B8,5,WATERBASE,MMB5896,1451,806033307,800.0,860.45,0 days 15:04:12.000000000,0 days 16:02:09.000000000,28 days 20:52:31.000000000,31 days 11:04:14.000000000,34 days 11:17:41.000000000,0 days 06:44:27.000000000,0 days 11:08:59.000000000,38 days 08:12:03.000000000
Cleveland,2019-09-16,63904,T905 B52,Q,WATERBASE,NHWBKAD,1261,806036587,7047.0,7573.95,1 days 14:06:20.000000000,1 days 12:26:12.000000000,26 days 00:58:48.000000000,29 days 00:37:12.000000000,33 days 21:35:36.000000000,5 days 00:02:39.000000000,19 days 02:21:17.000000000,54 days 02:04:09.000000000
Cleveland,2020-02-24,78944,,2,SOLVENTBASE,MBSS9775,1451,806045630,400.0,407.49,0 days 09:41:24.000000000,1 days 10:04:59.000000000,11 days 12:58:21.000000000,18 days 06:38:01.000000000,33 days 19:19:34.000000000,0 days 19:42:42.000000000,0 days 19:12:25.000000000,38 days 04:29:34.000000000
Cleveland,2020-02-07,78401,,5,WATERBASE,ADWBB588P,1231,806043661,800.0,823.1,2 days 17:46:08.000000000,0 days 16:37:05.000000000,25 days 03:17:03.000000000,28 days 12:02:21.000000000,33 days 16:50:30.000000000,0 days 06:40:01.000000000,0 days 08:05:12.000000000,38 days 17:47:42.000000000
Cleveland,2019-07-18,61610,P16PW10,7,WATERBASE,BIP2WA313,1411,806035162,150.0,172.89,0 days 23:59:20.000000000,0 days 11:15:15.000000000,17 days 20:19:03.000000000,33 days 21:54:45.000000000,33 days 15:40:13.000000000,0 days 13:32:36.000000000,0 days 04:11:31.000000000,37 days 20:44:03.000000000
Cleveland,2019-02-14,50317,P27PS36,7,SBPRIMER,JSPT3R1K,1291,806027649,225.0,218.98,0 days 09:19:16.000000000,0 days 23:45:02.000000000,2 days 19:33:33.000000000,4 days 14:13:00.000000000,33 days 08:59:47.000000000,0 days 08:34:27.000000000,0 days 11:11:30.000000000,36 days 05:59:04.000000000
Cleveland,2019-11-19,64557,T806 B8,5,WATERBASE,JWBSK7U,1271,806036991,1500.0,1463.2,0 days 03:06:20.000000000,1 days 14:58:57.000000000,12 days 12:07:23.000000000,19 days 00:08:47.000000000,33 days 01:33:22.000000000,0 days 09:16:05.000000000,0 days 08:38:08.000000000,38 days 11:40:14.000000000
Cleveland,2019-08-16,59194,T828 B8,3,WATERBASE,NHWBRBD,1261,806033200,2100.0,2185.92,0 days 15:10:50.000000000,0 days 19:53:47.000000000,6 days 17:31:07.000000000,12 days 13:30:53.000000000,32 days 19:53:13.000000000,0 days 17:08:46.000000000,0 days 01:44:30.000000000,37 days 01:04:05.000000000
Cleveland,2020-03-16,78413,,5,WATERBASE,BIP2WC27,1411,806043423,3000.0,3487.77,1 days 16:46:35.000000000,2 days 14:09:33.000000000,20 days 17:25:07.000000000,25 days 18:17:04.000000000,32 days 17:03:41.000000000,1 days 14:47:41.000000000,4 days 01:36:28.000000000,42 days 00:07:18.000000000
Cleveland,2019-10-28,69403,Tote,3,WATERBASE,NHWBQAB,1261,806039825,900.0,910.72,1 days 14:41:38.000000000,3 days 09:59:15.000000000,2 days 08:02:38.000000000,13 days 16:12:47.000000000,32 days 07:08:13.000000000,0 days 15:34:11.000000000,0 days 15:16:10.000000000,40 days 11:25:35.000000000
Cleveland,2020-02-17,79277,,5,WATERBASE,KMDB301340,1241,806044909,1500.0,1522.77,0 days 11:36:00.000000000,1 days 04:02:11.000000000,22 days 06:22:17.000000000,30 days 15:54:50.000000000,32 days 02:11:19.000000000,15 days 21:32:47.000000000,6 days 23:46:52.000000000,41 days 19:39:36.000000000
Cleveland,2019-10-28,70090,P16PW02,7,WATERBASE,JWBE3U5BY,1291,806040206,150.0,158.01,2 days 16:43:54.000000000,0 days 10:09:34.000000000,0 days 05:31:09.000000000,16 days 12:21:32.000000000,31 days 22:31:34.000000000,0 days 05:49:56.000000000,0 days 03:54:13.000000000,37 days 00:03:05.000000000
Cleveland,2019-01-07,44407,T801 B8,5,WATERBASE,ADWBNH797M,1231,806023936,1500.0,1570.7,0 days 19:00:24.000000000,12 days 22:17:13.000000000,28 days 08:01:08.000000000,34 days 14:07:38.000000000,31 days 18:34:35.000000000,0 days 08:15:27.000000000,0 days 12:33:14.000000000,36 days 17:23:11.000000000
Cleveland,2020-01-16,75629,,5,WATERBASE,AWB2NH797M,1231,806043662,1500.0,1523.33,0 days 17:15:17.000000000,1 days 02:36:45.000000000,25 days 06:44:06.000000000,26 days 20:03:10.000000000,31 days 13:29:17.000000000,1 days 08:29:51.000000000,0 days 07:40:16.000000000,36 days 01:26:16.000000000
Cleveland,2020-02-24,78517,,Q,WATERBASE,NHWBKAD,1261,806044902,7200.0,7456.58,0 days 06:29:05.000000000,3 days 09:58:46.000000000,12 days 11:17:52.000000000,24 days 13:31:11.000000000,31 days 04:21:16.000000000,2 days 18:46:21.000000000,0 days 17:09:55.000000000,39 days 09:53:44.000000000
Cleveland,2019-02-26,46298,T118 B29,2,SOLVENTBASE,DCT7424RF,1131,806025166,1001.0,1030.17,0 days 14:44:52.000000000,0 days 15:54:13.000000000,0 days 11:57:47.000000000,30 days 19:42:50.000000000,30 days 23:12:02.000000000,0 days 02:29:51.000000000,0 days 14:38:21.000000000,38 days 23:23:56.000000000
Cleveland,2019-03-04,46659,T111 B29,2,SOLVENTBASE,DCT7421RL,1131,806025361,1000.0,1137.62,0 days 03:20:08.000000000,14 days 10:10:38.000000000,16 days 20:03:29.000000000,31 days 06:35:55.000000000,30 days 19:28:12.000000000,0 days 08:12:05.000000000,0 days 03:45:27.000000000,38 days 16:30:52.000000000
Cleveland,2019-05-17,54335,Tote,3,WATERBASE,CHWBKAD,1261,806030184,2400.0,2452.91,0 days 06:50:42.000000000,2 days 14:06:12.000000000,29 days 00:22:37.000000000,36 days 02:43:50.000000000,30 days 19:11:14.000000000,0 days 10:52:59.000000000,0 days 05:26:18.000000000,40 days 04:06:19.000000000
Cleveland,2019-05-17,54863,T805 B8,5,WATERBASE,ADWBNH797M,1231,806030529,1500.0,1573.17,0 days 03:35:11.000000000,39 days 20:26:46.000000000,26 days 12:07:39.000000000,31 days 23:32:05.000000000,30 days 12:08:46.000000000,0 days 07:25:58.000000000,0 days 03:36:56.000000000,42 days 12:14:22.000000000
Cleveland,2019-09-17,65370,P31PW38,5,WATERBASE,ADWBG537M,1231,806037427,300.0,331.43,0 days 20:15:31.000000000,0 days 23:18:05.000000000,32 days 23:40:00.000000000,36 days 12:23:47.000000000,30 days 09:50:49.000000000,0 days 09:18:17.000000000,0 days 08:06:52.000000000,39 days 22:32:54.000000000
Cleveland,2019-02-07,48151,T911 B52,Q,WATERBASE,JWBT1G3X,1291,806026256,4950.0799,5199.48,0 days 06:52:26.000000000,1 days 00:44:45.000000000,4 days 18:27:19.000000000,7 days 05:57:34.000000000,30 days 04:55:06.000000000,7 days 14:14:38.000000000,5 days 02:30:55.000000000,34 days 08:25:48.000000000
Cleveland,2020-02-17,78402,,5,WATERBASE,ADWBB588P,1231,806044271,800.0,837.65,2 days 14:10:35.000000000,4 days 08:57:05.000000000,15 days 23:42:55.000000000,27 days 01:09:35.000000000,30 days 04:12:38.000000000,6 days 08:31:49.000000000,0 days 02:32:20.000000000,44 days 17:08:05.000000000
Cleveland,2019-08-30,63856,0,5,WATERBASE,KMDB301340,1241,806036566,1500.0,1553.99,1 days 00:48:10.000000000,0 days 21:18:21.000000000,30 days 18:34:00.000000000,32 days 19:00:41.000000000,30 days 02:07:38.000000000,0 days 08:51:51.000000000,0 days 09:54:22.000000000,43 days 07:01:14.000000000
Cleveland,2019-06-30,62531,T910 B52,Q,WATERBASE,TSL105E,1836,806035764,6712.0,7102.38,0 days 09:42:26.000000000,1 days 04:12:24.000000000,3 days 04:14:42.000000000,5 days 09:18:30.000000000,29 days 21:52:38.000000000,0 days 14:37:41.000000000,6 days 19:48:47.000000000,31 days 21:58:13.000000000
Cleveland,2019-10-07,60145,T806 B8,5,WATERBASE,BIP2WC3W,1411,806033881,1500.0,1575.08,2 days 12:57:38.000000000,1 days 03:58:01.000000000,22 days 11:33:33.000000000,28 days 13:39:49.000000000,29 days 20:47:56.000000000,0 days 20:49:43.000000000,0 days 09:21:55.000000000,37 days 22:45:38.000000000
Cleveland,2019-12-19,73559,Tote,3,WATERBASE,NHWBEBL,1261,806042325,300.0,311.99,0 days 15:43:09.000000000,5 days 18:15:39.000000000,14 days 15:51:55.000000000,25 days 17:12:18.000000000,29 days 14:31:13.000000000,0 days 02:06:52.000000000,0 days 06:44:25.000000000,37 days 16:28:08.000000000
Cleveland,2019-05-07,55045,T830 B8,5,WATERBASE,HMDB301329,1241,806029936,3000.0,3044.57,0 days 05:27:47.000000000,1 days 20:22:41.000000000,23 days 15:15:51.000000000,29 days 10:13:58.000000000,29 days 10:05:17.000000000,0 days 07:17:49.000000000,9 days 12:49:44.000000000,45 days 07:57:52.000000000
Cleveland,2019-12-26,74614,,5,WATERBASE,JWBU3T3K,1291,806043026,800.0,817.88,0 days 03:21:14.000000000,1 days 06:17:06.000000000,13 days 05:37:34.000000000,16 days 01:46:35.000000000,29 days 09:14:01.000000000,0 days 05:44:15.000000000,0 days 07:09:13.000000000,38 days 03:45:07.000000000
Cleveland,2019-11-12,68178,T904 B52,Q,WATERBASE,JWBT1G3X,1291,806039084,4950.0,5394.28,3 days 07:41:49.000000000,1 days 21:41:29.000000000,1 days 09:20:05.000000000,4 days 20:25:30.000000000,29 days 04:45:49.000000000,0 days 16:05:48.000000000,1 days 07:24:05.000000000,45 days 11:01:20.000000000
Cleveland,2019-09-06,66132,P31PW11,5,A-LIQUID,NHWBRBY,1261,806037869,300.0,303.7,0 days 14:20:12.000000000,0 days 07:12:46.000000000,8 days 02:45:52.000000000,16 days 13:15:57.000000000,29 days 03:15:13.000000000,0 days 03:53:45.000000000,1 days 00:24:07.000000000,32 days 17:13:19.000000000
Cleveland,2020-03-09,80837,,Q,WATERBASE,CHWBQAK,1261,806046617,7200.0,7367.24,0 days 10:57:38.000000000,0 days 13:42:37.000000000,19 days 01:25:46.000000000,20 days 07:40:06.000000000,28 days 22:14:41.000000000,0 days 18:39:35.000000000,3 days 08:55:42.000000000,32 days 05:49:02.000000000
Cleveland,2019-07-15,58728,T812 B8,5,WATERBASE,ADWBNH797M,1231,806032903,1500.0,1554.78,0 days 08:16:55.000000000,0 days 14:28:20.000000000,9 days 14:45:40.000000000,15 days 00:20:24.000000000,28 days 17:03:14.000000000,0 days 12:47:46.000000000,0 days 05:55:19.000000000,32 days 02:35:09.000000000
Cleveland,2019-01-04,44266,T802 B8,5,WATERBASE,BIP2WC1M,1411,806023834,1501.0,1563.55,1 days 07:39:54.000000000,0 days 21:37:31.000000000,21 days 18:51:37.000000000,24 days 05:00:11.000000000,28 days 15:28:19.000000000,6 days 09:15:34.000000000,1 days 02:14:07.000000000,32 days 22:05:54.000000000
Cleveland,2019-01-21,45233,T815 B8,5,WATERBASE,ADWBG537M,1231,806024479,1500.0,1745.74,0 days 12:09:23.000000000,31 days 12:56:24.000000000,29 days 11:29:05.000000000,34 days 02:30:50.000000000,28 days 10:10:30.000000000,0 days 08:58:43.000000000,0 days 07:13:19.000000000,38 days 21:48:31.000000000
Cleveland,2019-05-15,55011,T814 B8,5,WATERBASE,JWBE218C,1291,806030603,1220.0,1416.8,0 days 23:58:43.000000000,0 days 21:38:26.000000000,23 days 08:27:28.000000000,27 days 21:09:07.000000000,28 days 07:03:18.000000000,0 days 07:05:58.000000000,0 days 03:49:36.000000000,30 days 11:18:35.000000000
Cleveland,2020-01-14,75145,,7,WATERBASE,BIP2WC7,1411,806043417,300.0,347.07,0 days 06:55:11.000000000,30 days 04:34:45.000000000,23 days 04:51:57.000000000,25 days 01:50:41.000000000,28 days 00:03:58.000000000,1 days 03:29:39.000000000,0 days 03:07:20.000000000,34 days 05:32:02.000000000
Cleveland,2019-05-10,56981,T121 B29,2,SOLVENTBASE,DCT7356RL,1131,806031797,1050.0,1293.39,0 days 07:39:50.000000000,1 days 00:19:38.000000000,25 days 06:31:17.000000000,27 days 22:51:10.000000000,27 days 19:42:20.000000000,0 days 02:33:27.000000000,6 days 00:06:42.000000000,36 days 02:44:18.000000000
Cleveland,2019-01-02,45498,P31PW12,7,WATERBASE,JWBT8W6K,1291,806024660,310.0,346.03,0 days 09:13:00.000000000,0 days 15:35:01.000000000,6 days 18:52:14.000000000,7 days 20:20:32.000000000,27 days 18:21:21.000000000,0 days 10:38:51.000000000,0 days 08:45:14.000000000,29 days 11:02:40.000000000
Cleveland,2019-07-17,62216,Tote,7,SOLVENTBASE,ODCT3663R,1131,806035545,200.0,213.55,1 days 13:47:22.000000000,0 days 09:00:48.000000000,5 days 23:39:42.000000000,11 days 11:13:18.000000000,27 days 14:36:58.000000000,0 days 11:21:44.000000000,14 days 13:53:28.000000000,30 days 06:54:32.000000000
Cleveland,2019-12-20,71045,T829 B8,5,WATERBASE,JWBE1K3MS,1291,806040918,2800.0,2956.36,0 days 19:58:23.000000000,2 days 07:45:57.000000000,10 days 14:30:43.000000000,28 days 08:40:54.000000000,27 days 08:33:55.000000000,2 days 15:37:43.000000000,0 days 08:32:28.000000000,36 days 14:01:38.000000000
Cleveland,2019-06-05,59143,T812 B8,5,WATERBASE,JWBSK7U,1271,806033166,1500.0,1506.95,0 days 11:06:03.000000000,7 days 21:54:36.000000000,4 days 00:36:11.000000000,7 days 19:14:19.000000000,27 days 06:46:11.000000000,8 days 00:18:10.000000000,7 days 17:15:13.000000000,32 days 03:35:17.000000000
Cleveland,2020-03-12,80958,,5,WATERBASE,ADWBNH797M,1231,806046693,1500.0,1518.48,0 days 04:49:55.000000000,2 days 07:06:14.000000000,12 days 18:17:23.000000000,17 days 15:20:01.000000000,27 days 03:39:18.000000000,0 days 05:24:27.000000000,0 days 14:24:26.000000000,33 days 16:29:17.000000000
Cleveland,2019-02-04,46350,T130 B29,2,SOLVENTBASE,NBCQAK,1261,806025195,1500.0,1611.19,0 days 03:08:44.000000000,0 days 17:29:14.000000000,21 days 06:05:58.000000000,23 days 23:01:26.000000000,27 days 01:55:21.000000000,1 days 01:23:15.000000000,1 days 08:40:15.000000000,34 days 02:47:54.000000000
Cleveland,2019-06-19,55956,Tote,3,WATERBASE,CHWBRAY,1261,806031135,1800.0,1849.84,0 days 09:42:35.000000000,3 days 06:24:22.000000000,18 days 05:52:27.000000000,23 days 19:59:34.000000000,26 days 19:23:43.000000000,0 days 05:06:02.000000000,1 days 11:03:08.000000000,34 days 10:02:11.000000000
Cleveland,2019-06-06,58341,T801 B8,5,WATERBASE,AWB2B588K,1231,806032683,1500.0,1568.22,0 days 17:19:43.000000000,0 days 14:35:01.000000000,23 days 07:17:07.000000000,26 days 00:27:21.000000000,26 days 10:03:17.000000000,1 days 02:58:44.000000000,0 days 07:30:07.000000000,30 days 05:50:38.000000000
Cleveland,2019-08-28,64582,T519 B24,6,RAWMATERIAL,HPCP7018P,1291,806036999,4000.0,4166.76,1 days 19:37:03.000000000,1 days 07:47:50.000000000,14 days 07:20:33.000000000,22 days 23:31:08.000000000,26 days 03:25:44.000000000,1 days 11:01:07.000000000,1 days 14:32:32.000000000,30 days 06:33:28.000000000
Cleveland,2019-09-05,66966,Tote,3,A-LIQUID,HWDMBJ,1121,806038354,800.0,870.52,0 days 01:38:05.000000000,0 days 20:07:45.000000000,22 days 15:58:00.000000000,27 days 16:45:16.000000000,25 days 21:22:21.000000000,0 days 01:52:51.000000000,0 days 06:02:43.000000000,27 days 22:13:38.000000000
Cleveland,2020-01-10,76153,,5,WATERBASE,JWBSM1Y,1271,806044061,3000.0,3154.5,1 days 06:10:20.000000000,3 days 05:00:45.000000000,21 days 20:04:13.000000000,27 days 06:48:37.000000000,25 days 17:15:42.000000000,1 days 00:51:24.000000000,0 days 12:42:23.000000000,31 days 00:10:46.000000000
Cleveland,2019-08-05,61872,T828 B8,3,WATERBASE,HWT301220,1121,806035348,2400.0,2493.29,0 days 11:43:29.000000000,1 days 12:34:18.000000000,19 days 12:00:38.000000000,26 days 22:17:40.000000000,25 days 12:43:36.000000000,0 days 07:03:49.000000000,0 days 05:23:29.000000000,29 days 16:14:49.000000000
Cleveland,2020-02-04,76175,,2,SOLVENTBASE,NBCKAD,1261,806044069,1000.0,1014.01,0 days 07:47:07.000000000,0 days 19:02:56.000000000,15 days 07:13:12.000000000,19 days 01:42:09.000000000,25 days 12:26:26.000000000,2 days 04:40:17.000000000,0 days 12:57:07.000000000,32 days 04:32:37.000000000
Cleveland,2019-10-10,68823,T809 B8,5,WATERBASE,JWBE209MS,1291,806039428,1200.0,1204.03,2 days 09:33:10.000000000,1 days 10:00:35.000000000,3 days 09:53:32.000000000,9 days 05:09:09.000000000,25 days 10:52:14.000000000,2 days 01:21:26.000000000,1 days 20:57:31.000000000,30 days 00:32:41.000000000
Cleveland,2019-06-24,59696,T814 B8,5,WATERBASE,JWBT1H9K,1291,806033542,800.0,824.15,0 days 08:19:22.000000000,0 days 16:14:23.000000000,13 days 23:08:20.000000000,19 days 19:42:27.000000000,25 days 08:24:19.000000000,0 days 08:40:52.000000000,6 days 11:10:02.000000000,27 days 15:39:12.000000000
Cleveland,2019-04-03,51189,Tote,3,WATERBASE,CHWBRAY,1261,806028234,1800.0,1857.52,0 days 03:54:56.000000000,18 days 23:50:14.000000000,15 days 02:46:24.000000000,20 days 02:37:24.000000000,25 days 07:31:06.000000000,0 days 10:39:55.000000000,0 days 13:10:31.000000000,34 days 18:40:18.000000000
Cleveland,2020-02-27,79255,,3,WATERBASE,CHWBK23,1261,806045806,1500.0,1538.95,0 days 04:16:12.000000000,11 days 23:13:57.000000000,3 days 06:06:11.000000000,6 days 15:49:15.000000000,25 days 07:05:43.000000000,0 days 20:41:30.000000000,0 days 06:57:11.000000000,28 days 13:38:41.000000000
Cleveland,2020-02-28,78544,,5,WATERBASE,MMB5896,1451,806045320,800.0,906.16,1 days 00:35:26.000000000,0 days 13:06:27.000000000,18 days 10:07:33.000000000,20 days 05:08:02.000000000,25 days 06:12:34.000000000,2 days 00:42:08.000000000,0 days 02:39:07.000000000,30 days 11:37:20.000000000
Cleveland,2020-01-03,77249,,5,WATERBASE,JWBE1J9Y,1291,806044718,800.0,836.17,0 days 12:57:26.000000000,1 days 14:03:58.000000000,1 days 20:22:33.000000000,6 days 15:20:21.000000000,25 days 05:25:49.000000000,0 days 06:46:43.000000000,2 days 03:15:05.000000000,29 days 00:00:06.000000000
Cleveland,2019-01-11,44360,T832 B8,5,WATERBASE,JWBSM1Y,1271,806023894,3000.0,3079.77,0 days 07:00:28.000000000,4 days 16:09:26.000000000,11 days 09:54:24.000000000,17 days 05:20:48.000000000,25 days 04:55:47.000000000,0 days 10:53:28.000000000,0 days 23:54:10.000000000,32 days 06:31:49.000000000
Cleveland,2019-12-06,74273,T733 B101,9,WBPRIMER,JWPR8110,1291,806042829,3250.0,3279.26,0 days 15:35:33.000000000,1 days 20:15:06.000000000,0 days 01:32:30.000000000,7 days 03:43:16.000000000,25 days 01:38:26.000000000,1 days 00:54:26.000000000,0 days 15:25:28.000000000,29 days 04:35:10.000000000
Cleveland,2019-07-20,64177,T911 B52,Q,WATERBASE,JWBT1G3X,1291,806036753,5615.0,5829.0,0 days 14:38:37.000000000,2 days 06:04:35.000000000,2 days 11:51:28.000000000,7 days 12:20:39.000000000,24 days 23:15:47.000000000,0 days 22:07:42.000000000,2 days 14:47:20.000000000,29 days 21:55:53.000000000
Cleveland,2019-01-17,44712,T803 B8,5,WATERBASE,JWBM1F9MS,1291,806024127,1400.0,1695.42,0 days 04:34:21.000000000,1 days 04:09:41.000000000,23 days 17:49:33.000000000,26 days 12:45:28.000000000,24 days 23:13:22.000000000,6 days 22:57:07.000000000,0 days 04:33:54.000000000,34 days 06:31:27.000000000
Cleveland,2019-05-01,55945,T825 B8,5,WATERBASE,JWBT70Z,1291,806031092,1220.0,1251.85,0 days 15:39:52.000000000,0 days 17:16:48.000000000,6 days 02:51:40.000000000,8 days 04:36:44.000000000,24 days 21:31:13.000000000,0 days 11:45:06.000000000,0 days 06:57:23.000000000,27 days 04:49:10.000000000
Cleveland,2019-11-27,64573,T829 B8,5,WATERBASE,JWBSM1Y,1271,806036996,3000.0,3035.22,2 days 20:40:18.000000000,3 days 00:39:47.000000000,11 days 11:52:25.000000000,18 days 20:31:42.000000000,24 days 13:48:20.000000000,10 days 18:31:34.000000000,3 days 05:55:15.000000000,36 days 18:20:05.000000000
Cleveland,2019-01-28,46031,Tote,3,WATERBASE,CHWBEBL,1261,806025002,600.0,772.28,0 days 04:05:26.000000000,4 days 05:06:01.000000000,8 days 05:10:03.000000000,27 days 06:16:08.000000000,24 days 03:43:40.000000000,1 days 02:13:41.000000000,4 days 02:54:35.000000000,39 days 08:49:13.000000000
Cleveland,2019-05-06,54152,T813 B8,5,WATERBASE,NHWBRAY,1261,806030073,1500.0,1482.05,0 days 04:51:12.000000000,13 days 19:07:31.000000000,19 days 05:53:35.000000000,23 days 18:45:29.000000000,24 days 02:23:13.000000000,0 days 04:17:24.000000000,2 days 22:27:02.000000000,31 days 02:59:20.000000000
Cleveland,2019-12-09,69842,T809 B8,5,WATERBASE,AWB2B588K,1231,806040069,1500.0,1548.99,0 days 11:13:12.000000000,4 days 16:32:15.000000000,19 days 08:00:53.000000000,24 days 22:22:23.000000000,24 days 02:17:10.000000000,1 days 14:40:36.000000000,1 days 15:02:35.000000000,32 days 16:16:07.000000000
Cleveland,2019-05-03,55954,Tote,3,WATERBASE,NHWBRBD,1261,806031134,1500.0,1569.43,0 days 08:26:38.000000000,1 days 16:18:15.000000000,18 days 10:24:28.000000000,22 days 11:26:56.000000000,24 days 01:53:06.000000000,1 days 00:19:03.000000000,0 days 02:09:56.000000000,31 days 04:54:19.000000000
Cleveland,2020-03-23,79155,,5,WATERBASE,JWBK1K5BP,1291,806045768,1375.0,1536.71,3 days 23:27:21.000000000,1 days 02:20:24.000000000,17 days 11:00:29.000000000,22 days 00:12:48.000000000,23 days 22:21:03.000000000,1 days 14:25:51.000000000,0 days 16:48:52.000000000,32 days 06:39:18.000000000
Cleveland,2019-11-18,74060,P31PW24,5,WATERBASE,CHWBRBD,1261,806042694,300.0,305.6,0 days 12:21:47.000000000,0 days 15:29:11.000000000,5 days 11:27:56.000000000,7 days 05:33:46.000000000,23 days 21:47:21.000000000,1 days 17:40:29.000000000,0 days 15:26:11.000000000,28 days 13:22:25.000000000
